label	text
oos	thủ_đô hà_nội giáp với những tỉnh_thành nào
oos	người_dân huyện quế_võ bắc_ninh tổ_chức ngày giỗ tưởng_nhớ_trạng lợn vào ngày nào
oos	tên sân_vận_động nằm ở trung_tâm thành_phố cẩm_phả
oos	hành_tinh nào là hành_tinh nhỏ nhất trong vũ_trụ
oos	nguyễn_trãi bị kết_án tru_di_tam_tộc vào năm nào
oos	nước nào xuất_khẩu cà_phê nhiều nhất thế_giới
oos	nhà tây_sơn tồn_tại đến năm nào
oos	ev là đơn_vị dùng để đo
oos	ai là tổng_thống đầu_tiên của việt_nam cộng_hoà
oos	đảo đài_loan nằm ở khu_vực nào
oos	máy_tính kỹ_thuật_số đầu_tiên trên thế_giới có tên là gì
oos	vịnh hudson lớn thứ hai trên thế_giới nằm ở quốc_gia nào
oos	người nào là phó bí_thư của hồ_chí_minh
oos	liên_hợp_quốc có tất_cả bao_nhiêu quốc_gia
oos	hóa đơn điện tử(hđđt) có mã xác thực là gì
oos	thanh_hoá có vườn_quốc_gia nào
oos	loại viêm gan nào chưa có vắc_xin phòng_ngừa
oos	cửa ba lạt là cửa chính đổ ra vịnh bắc_bộ của sông nào
oos	nguyên_tố_hoá_học nào phổ_biến nhất trong vũ_trụ
oos	chị dùng chữ ký số của nhà cung cấp cũ có ký được hóa đơn bên em không
oos	áo_dài thường được kết_hợp với gì
oos	tác_giả của tác_phẩm bên nhau trọn đời là ai
oos	việt_nam nằm ở đới khí_hậu nào
oos	bệnh_nhân viêm loét dạ_dày tá_tràng tuỵ thường đau cơ vùng nào
oos	rối_loạn ám_ảnh cưỡng_chế là gì
oos	axit clohydric còn được gọi là gì
oos	soda là tên gọi của các chất nào
oos	machu picchu là địa_điểm du_lịch nổi_tiếng thế_giới ở peru được mệnh_danh là gì
oos	thành_phố hồ_chí_minh dân_số bao_nhiêu
oos	người nào là thủ_tướng hiện_tại của israel
oos	vị vua đầu_tiên cai_quản nước ta
oos	nhà ngô có bao_nhiêu đời vua trị_vì
oos	nguồn_gốc của chữ hán
oos	cố_đô hoa_lư nằm ở tỉnh thành_phố nào
oos	ngô_quyền chiến_thắng đại_quân nào trên sông bạch đằng năm 938
oos	những hòn đảo lớn của nhật_bản là gì
oos	leonardo da vinci sinh ra ở đâu
oos	vua minh mạng là con trai của ai
oos	loài chim nào hiện_giờ nằm trong danh_sách quý_hiếm ở việt_nam
oos	bộ_đội biên_phòng việt_nam là gì
oos	12 vị thần hy_lạp được thờ ở ngọn núi nào
oos	"ai là tác_giả của bài thơ "" tiểu_đoàn 307 """
oos	ngôn_ngữ chính_thức của syria là
oos	chủ_tịch nước cộng_hoà xhcn việt_nam hiện_nay là ai
oos	điểm sâu nhất của đại_dương là ở đâu
oos	thủ_đô của ireland là thành_phố nào
oos	loài lá nào được chọn làm biểu_tượng của canada
oos	nguyễn_tuân mất năm mấy
oos	khu lưu_niệm chủ_tịch tôn đức thắng toạ_lạc tại thành_phố nào của tỉnh an_giang
oos	con_người lần đầu_tiên bay vào vũ_trụ khi nào
oos	tổng_giám_đốc của xiaomi là người nào
oos	vàng có số_nguyên tử mấy trong bảng_tuần_hoàn
oos	nguyễn_du sinh năm bao_nhiêu
oos	trang_trí bên trong khách_sạn burj al arab chủ_yếu là gì
oos	râm_bụt là quốc hoa của nước nào
oos	"đất_nước nào ở châu_á được biết đến với "" cuộc cách_mạng trắng """
oos	danh_nhân khoa_bảng xứ nghệ nào 82 tuổi vẫn lều_chõng đi thi
oos	chợ đêm đà_lạt còn được gọi là chợ gì
oos	chùa kim chương được xây_dựng năm nào
oos	đặc_sản của huyện đảo phú_quốc là gì
oos	người pháp bắt_đầu xây_dựng khải_hoàn_môn vào năm nào
oos	chiếc điện_thoại đầu_tiên do ai sáng_tạo ra
oos	ai là lãnh_đạo tối_cao của triều_tiên
oos	thủ_đô của kenya hiện_nay là thành_phố nào
oos	đại văn_hào goethe là nguười nước nào
oos	thực_dân pháp mở_đầu xâm_lược việt_nam ở đâu
oos	phần mềm cài máy chủ hay máy trạm
oos	khu_vực tam_giác vàng trước_đây nổi_tiếng bởi
oos	hồ nước_ngọt lớn nhất thế_giới có tên là gì
oos	anh đang dùng hóa đơn của nhà cung cấp khác, sản phẩm bên em có tính năng gì khác không?
oos	người nào là thủ_tướng hiện_tại của israel
oos	đền hùng nằm ở đâu
oos	thứ sáu đen là ngày gì
oos	ngôi chùa cổ nhất ở hà_nội tên là gì
oos	luật hồng đức có tất_cả mấy trăm điều
oos	vị hoàng_đế nào đã kiến_lập nên quốc_gia ba tư cường_thịnh vào thế_kỷ thứ vi tcn
oos	ai là tổng_giám_đốc myspace
oos	chùa trường_thọ được khánh_thành năm bao_nhiêu
oos	ram viết tắt của từ gì
oos	marie curie cùng nhà_khoa_học nào đoạt giải nobel vật_lý năm 1903
oos	bermuda thuộc nước nào
oos	đại việt sử_ký toàn thư được phát_hành vào đời vua nào
oos	ai là người thiết_kế ra súng tiểu_liên ak
oos	trong lãnh_thổ việt_nam sông đà chảy qua những tỉnh nào
oos	kinh dương_vương có quan_hệ như_thế_nào với lạc long quân
oos	trịnh công sơn mất năm bao_nhiêu
oos	huyện đảo bạch long vỹ trực_thuộc tỉnh thành_phố nào
oos	con vật đầu_tiên được nhân_bản_vô_tính thành_công
oos	trường cao_đẳng nào được thành_lập sớm nhất tại vùng đồng_bằng sông_cửu_long
oos	thuốc kháng_sinh được ra_đời năm nào
oos	gió là hiện_tượng vật_lý gì
oos	"ai là "" thần mang nước "" trong thần_thoại hy_lạp"
oos	axit folic có cấu_tạo phân_tử là gì
oos	điện_thoại google pixel và pixel xl được gia_công bởi nhà_sản_xuất nào
oos	sông thạch hãn nằm ở tỉnh nào nước ta
oos	guatemala giáp những đại_dương nào
oos	chiến_tranh đông dương bắt_đầu vào ngày_tháng năm nào
oos	thị_xã sơn_tây có “ đặc_sản tiến vua ” nổi_tiếng nào
oos	hoa_hồng có nguồn_gốc từ quốc_gia nào
oos	ba chử gì được khắc trên tháp bút ở hồ gươm
oos	vịnh hudson lớn thứ hai trên thế_giới nằm ở quốc_gia nào
oos	lê_duẩn là tổng_bí_thư thứ mấy
oos	tác_giả bài hát “ tiến về sài_gòn ” là ai
oos	cây cao_su có nguồn_gốc từ châu nào
oos	người thầy nào của chúa nguyễn phúc luân bị trương phúc loan hãm_hại
oos	ai là chủ_tịch hiện_tại của đà_nẵng
oos	v là ai
oos	tỉnh gia_lai có diện_tích xếp thứ mấy so với cả nước
oos	đảo phú_quốc dài bao_nhiêu km
oos	thiên_thể chính trong hệ mặt_trời là gì
oos	tên núi lang biang ở lạc_dương lâm_đồng được giải_thích bằng huyền_thoại nào
oos	khoáng_sản được khai_thác nhiều nhất tại lào_cai
oos	tháp rùa được xây_dựng vào giai_đoạn nào
oos	khi lên_ngôi ngô_quyền đóng_đô ở đâu
oos	phần mềm bên em dùng được nhiều hộ không em
oos	nguyễn_văn chi là ai
oos	vị thần nào nuôi_dưỡng achilles
oos	việt_nam từng tồn_tại những nền văn_hoá nào
oos	nguồn_gốc của thế_vận_hội olympic
oos	tên quận nào ở đà_nẵng cũng là tên một danh_thắng nổi_tiếng
oos	tác_phẩm nào được viết và đóng thành sách nặng nhất ở việt_nam
oos	rét nàng bân ở miền bắc nước ta thường xảy ra vào tháng mấy âm_lịch
oos	gà trống goloa là biểu_tượng của nước nào
oos	tỉnh nam_định thuộc khu_vực nào nước ta
oos	tộc maya cổ tồn_tại vào thời_gian nào
oos	vịnh hạ_long được công_nhận unesco bao_nhiêu lần
oos	việt_nam gia_nhập lhq năm nào
oos	thủ_đô hà_nội giáp với những tỉnh_thành nào
oos	tỉnh nào nằm ở điểm cực bắc của việt_nam
oos	truyện_kiều có tất_cả bao_nhiêu câu lục_bát
oos	gỗ nhóm 1 ở việt_nam là gì
oos	"ai là tác_giả của tiểu_thuyết "" thép đã tôi thế đấy """
oos	ascii là viết tắt của chữ gì
oos	người nước nào dùng mai rùa để viết chữ
oos	người mỹ gốc việt đầu_tiên bay vào vũ_trụ tên là gì
oos	đất_nước yemen thống_nhất năm nào
oos	vì sao sao_hoả có màu đỏ
oos	eo_biển malacca nằm giữa bán_đảo mã lai và đảo nào
oos	tên kỳ_quan thế_giới cổ_đại duy_nhất còn tồn_tại
oos	tên 2 quả bom_nguyên_tử mỹ thả xuống nhật_bản năm 1945
oos	con ong nào trong đàn có khả_năng đẻ trứng
oos	lăng_mộ taj mahal nổi_tiếng thuộc tỉnh_thành nào của ấn_độ
oos	có bao_nhiêu ngôn_ngữ trên thế_giới
oos	sông dài nhất thế_giới
oos	tiểu_thuyết ỷ thiên đồ long ký do ai viết
oos	đỉnh phan xi păng thuộc tỉnh nào
oos	ngày quốc_khánh của vương_quốc campuchia là ngày nào
oos	"bl \ "" là mã_hiệu iata hiệp_hội vận_tải hàng_không quốc_tế của hãng hàng_không việt_nam nào"
oos	ngôn_ngữ chính_thức của macedonia là
oos	cao quy linh thường được ăn kèm với món gì
oos	hoá đơn chị dùng cả bên em với bên khác có được không
oos	kỳ họp quốc_hội mới nhất_là lần thứ bao_nhiêu
oos	chị đang dùng hóa đơn ncck thì chuyển qua pmkt bên misa có phức tạp gì không?
oos	palau độc_lập từ năm nào
oos	trung_tâm hành_chính của tỉnh nghệ_an là thành_phố nào
oos	tổng_thư_ký liên_hợp_quốc bay giờ là ai
oos	chữ ký số bên khác có ký được hóa đơn bên misa ko
oos	non_nước ngũ_hành_sơn là danh_thắng thuộc quận nào của thành_phố đà_nẵng
oos	liên xô chế_tạo thành_công bom_nguyên_tử vào năm nào
oos	máy_bay đầu_tiên trên thế_giới do nước nào sản_xuất
oos	lá cờ đỏ sao_vàng xuất_hiện lần đầu_tiên vào thời_gian nào
oos	đâu là câu nói nổi_tiếng của vua minh mạng
oos	tỉnh nào có bề ngang hẹp nhất việt_nam
oos	châu_á nằm ở đâu trên quả địa_cầu
oos	việt_nam gia_nhập asean năm nào
oos	trường đại_học đầu_tiên của châu_âu nằm ở đâu
oos	phần_lớn lãnh_thổ nước mỹ từng là thuộc địa của nước nào
oos	loài khủng_long nào có tốc_độ lớn nhất
oos	bán_đảo sơn_trà thuộc tỉnh thành_phố nào
oos	mua 1 pm meinvoice có xuất hóa đơn cho nhiều công ty được không?
oos	lý thái tổ mất vào ngày_tháng năm nào
oos	hành_tinh nào trong hệ mặt_trời có khối_lượng nhỏ nhất
oos	thủ_đô của philippines hiện_nay là thành_phố nào
oos	nước nào lấy gà trống làm con vật biểu_tượng quốc_gia
oos	quê của ngô đình diệm ở đâu
oos	trước khi giành được độc_lập singapore là thuộc địa của nước nào
oos	danh_sĩ thân_nhân trung là người dân_tộc nào
oos	ai là người trị_vì nước_đại việt từ năm 1428 đến 1433
oos	ô_nhiễm môi_trường là gì
oos	vịnh bengal nằm trong đại_dương nào
oos	chòm_sao bắc đẩu còn có tên gọi nào khác
oos	đồng_nai hiện_nay có mấy đơn_vị hành_chính cấp huyện_thị
oos	lưu_huỳnh là gì
oos	hoạ_sĩ nào là tác_giả của bức tranh con chim hoà_bình nổi_tiếng
oos	danh_hiệu unesco danh_giá và lâu_đời nhất là gì
oos	ai là con rể của hùng vương thứ 18
oos	cách_mạng_tháng 10 nga thành_công khi nào
oos	nên ngủ mấy tiếng một ngày
oos	truyền_thống nào là một nét đặc_sắc của văn_hoá việt_nam
oos	tỉnh nào có suối cá thần nổi_tiếng
oos	tuần_lễ hội_nghị apec 2017diễn ra ở đâu
oos	biển chiếm bao_nhiêu phần_trăm bề_mặt trái_đất
oos	loài vật nào duy_nhất thuộc lớp thú có_thể bay
oos	dưới thời trần vua thường được gọi là gì
oos	có nơi nào có sự sống ngoài trái_đất không
oos	người thứ hai đặt_chân lên mặt trăng là ai
oos	việt_nam có bao_nhiêu di_sản thế_giới
oos	vị hoàng_đế nào sáng_lập nên nhà đinh
oos	theo truyền_thuyết hùng vương là con trai của ai
oos	lê_duẩn sinh năm bao_nhiêu
oos	phố hàng_buồm ngày_xưa buôn_bán hàng_hoá gì
oos	tên một quần_đảo của việt_nam bị trung_quốc chiếm trái_phép
oos	nền kinh_tế méxico lớn thứ mấy trên thế_giới
oos	hoàng_tử nào của nhà lý từng giúp cao ly đánh_bại quân mông_nguyên
oos	thiền viện trúc lâm tây_thiên được xây_dựng bên khu danh_thắng nào ở tam_đảo
oos	khu_vực đồng_tháp_mười chủ_yếu thuộc địa_bàn tỉnh nào
oos	trần đại quang sinh ra ở đâu
oos	cơ_quan nào có thực_quyền cao nhất trung_quốc
oos	khi nào thì phó tổng_thống sẽ thay_thế
oos	huyện duy_nhất ở việt_nam có 5 thị_trấn
oos	để làm hóa đơn và chữ ký số anh/chị cần chuẩn bị hồ sơ như thế nào?
oos	lễ_hội cổ_xưa nào được xem là khởi_nguồn của ngày halloween hiện_nay
oos	đỉnh chomolungma nằm giữa hai quốc_gia nào
oos	trường việt đức thành_lập năm bao_nhiêu
oos	việt_nam có đường bờ biển dài bao_nhiêu km
oos	ashoka đại đế trị_vì từ năm nào
oos	vua của thục hán là ai
oos	hà_nội mang tên đông đô dưới thời nào
oos	chiến_tranh việt_nam chấm_dứt năm bao_nhiêu
oos	tỉnh đắk_nông được thành_lập vào ngày_tháng năm nào
oos	mặt_trời mọc là tên gọi của quốc_gia nào
oos	việt_nam có bao_nhiêu tỉnh_thành có thành_phố trung_ương
oos	nguyễn_huỳnh đức đặt tên đường ở thành_phố nào của long_an
oos	sông thạch hãn nằm ở tỉnh nào nước ta
oos	ai là tác_giả công_trình tháp bút
oos	nam thiên đệ nhất động là tên gọi của danh_lam_thắng_cảnh nào
oos	nhà_nước việt_nam có bao_nhiêu quân binh_chủng
oos	dân_số của california là bao_nhiêu
oos	hải_phòng tiếp_giáp với các tình thành_phố nào
oos	nước nào tiến_hành cách_mạng_công_nghiệp đầu_tiên trên thế_giới
oos	người tìm ra châu_mỹ là ai
oos	trụ_sở chính của liên_hiệp_quốc đặt ở đâu
oos	tên gọi hà_nội lần đầu xuất_hiện từ thời vua nào
oos	nguồn_gốc của chữ hán
oos	dân_số hà_nội là bao_nhiêu
oos	để ghi_danh nhân_tài khoa_bảng vua cho lập bia tiến_sĩ vào năm nào
oos	tên bộ_trưởng bộ kế_hoạch và đầu_tư
oos	80 người ấn_độ theo đạo gì
oos	alexander đại đế qua_đời ở đâu
oos	ai được truyền_thuyết coi là thuỷ_tổ của dân_tộc ta
oos	lý thái tổ là con rể của vua nào
oos	"ai đứng đầu “ tây_sơn thất hổ_tướng """
oos	chiến_tích nổi_bật của lê_văn tám là gì
oos	bên em có gì khác biệt hơn mà anh thấy giá cao hơn hẳn so với các bên khác thế em
oos	trạm vũ_trụ quốc_tế iss được bắt_đầu lắp_ráp năm nào
oos	đây là con sông gắn liền với cuộc khởi_nghĩa của hai_bà_trưng
oos	quốc_tế i được thành_lập ở đâu
oos	con sông gắn với tuổi_thơ nhà_văn mark twain
oos	"đời nhà trần có một danh_sĩ được gọi là "" lưỡng quốc_trạng nguyên "" đó là ai"
oos	quần_đảo hoàng_sa có bao_nhiêu hòn đảo
oos	william jefferson clinton sinh năm mấy
oos	vị vua nào đã cho xây biệt điện bên hồ lắk
oos	nghệ_sĩ trường_giang sinh ngày_tháng năm nào
oos	lực_lượng cảnh_sát môi_trường được thành_lập vào năm nào
oos	phố cổ hội_an được unesco công_nhận là gì vào năm 1999
oos	quốc_hội việt_nam mỗi năm họp mấy kỳ
oos	hà_lan từng là thuộc địa nằm ở nước nào
oos	trong hệ mặt_trời những hành_tinh nào có vệ_tinh riêng
oos	anh hùng nào lấy thân mình chèn pháo trong chiến_dịch điện_biên_phủ
oos	đoàn_nhữ_hài quê ở tỉnh nào của việt_nam thời nay
oos	trong giai_đoạn đầu làm vua lê_nhân tông được hoàng_hậu nào nhiếp_chính
oos	triều_đại nhà lý nước ta có bao_nhiêu vị vua
oos	độ tuổi kết_hôn của nam và nữ theo luật_pháp việt_nam
oos	thị_xã gia_nghĩa là tỉnh_lỵ của tỉnh nào
oos	trước thế_kỷ 19 khu_vực nam mỹ từng là thuộc địa của thực_dân nào
oos	thủ_đô của srilanca mang tên nhà thám_hiểm nào
oos	hang_động nổi_tiếng nào của nước ta lớn nhất thế_giới dài tới 9 km
oos	khi nào thì cần lập hóa đơn điều chỉnh
oos	thương_cảng vân_đồn gắn liền chiến_công của danh_tướng nào
oos	"tên gọi "" hà_nội "" xuất_hiện từ thời vua nào"
oos	dòng sông nào chảy uốn quanh đèo mã pì lèng
oos	nhạc_sĩ nào là tác_giả của bài hát nổi_tiếng dáng đứng bến_tre
oos	đỉnh chomolungma nằm giữa hai quốc_gia nào
oos	đảo lớn nhất địa trung_hải
oos	quốc_gia vatican được thành_lập năm nào
oos	lào còn tiếp_giáp lãnh_thổ với quốc_gia nào ở đông nam á
oos	tên một đơn_vị hành_chính thuộc huyện đông_anh
oos	tác_phẩm những người ăn khoai của hoạ_sĩ người hà_lan vincent van gogh hiện_nay đang trưng_bày ở bảo_tàng nào
oos	dân_số ở thành_phố đà_nẵng là bao_nhiêu
oos	tổng_thống mỹ bãi_bỏ chế_độ nô_lệ là ai
oos	người nước nào dùng mai rùa để viết chữ
oos	ai là ng đầu_tiên đặt_chân lên vũ_trụ
oos	vị thần nào nuôi_dưỡng achilles
oos	world_cup sắp tới tổ_chức ở đâu
oos	các vua hùng đặt quốc_hiệu nước ta là gì
oos	phanxicô xaviê trương bửu diệp sinh ngày mấy
oos	quê_hương của tổng_thống obama ở đâu
oos	lê_hồng anh được phong làm đại_tướng năm nào
oos	công_chúa nào của nhà trần đã lấy chế mân
oos	chủ_tịch của thái_bình là ai
oos	thanh nhân tông có có tên nào khác
oos	anh hùng nào sau đây là người ba na
oos	nguyễn_trãi bị kết_án tru_di_tam_tộc trong vụ án gì
oos	luật hồng đức do vua nào ban_hành
oos	phát ra tiếng_động khi ăn_ở pháp được coi là gì
oos	quốc_hội việt_nam có bao_nhiêu cử_tri
oos	đơn_vị đo độ dài nào là dài nhất
oos	phú_quốc thuộc tỉnh nào
oos	ai là thám_hoa lớn_tuổi nhất
oos	thiện viện trúc lâm đà_lạt được xây_dựng gần hồ nào
oos	đơn_vị_tiền_tệ của syria hiện_nay là gì
oos	hồi_giáo bắt_nguồn từ đâu
oos	diện_tích rừng amazon là bao_nhiêu
oos	ai là người đánh bom vào dinh độc_lập năm 1962
oos	hàm nghi lên_ngôi năm bao_nhiêu tuổi
oos	số la mã là gì
oos	tỉnh nam_định tiếp_giáp với tỉnh nào ở phía đông bắc
oos	tên gọi hai chữ việt_nam và quốc_hiệu việt_nam có từ bao_giờ
oos	chùa hang ở huyện tuy_phong tỉnh bình_thuận còn có tên gọi khác là gì
oos	bahrain là quốc_gia thuộc khu_vực nào của châu_á
oos	bitexco là công_trình bao thứ mấy ở việt_nam
oos	máy học là gì
oos	tử cấm_thành còn có tên gọi nào khác
oos	di_sản nào của nước ta đã được unesco công_nhận di_sản tư_liệu thế_giới sau mộc_bản triều_nguyễn
oos	tên gọi hà_nội có từ thời vua nào
oos	vĩnh_long chính_thức trở_thành bộ_phận lãnh_thổ nước ta dưới thời vị chúa nguyễn nào
oos	giải nobel được trao cho mấy lĩnh_vực
oos	trái_đất xuất_hiện cách đây bao_nhiêu năm
oos	danh_nhân nào có công xây_dựng cầu thê húc ở hoàn_kiếm
oos	quốc_gia nào có lượng khí_đốt lớn nhất thế_giới
oos	danh_tướng nổi_tiếng nào của nga đã đánh_bại napoleon
oos	bách_khoa_toàn_thư là gì
oos	thời_kỳ đầu chợ tình khau vai bán những hàng gì
oos	kỳ duyên đăng_quang hoa_hậu việt_nam năm nào
oos	trung_thu có ý_nghĩa là lễ_hội dành cho trẻ_em ở nước nào
oos	báo thanh_niên ra_đời vào năm nào
oos	vùng nào ở bắc_kạn từng là căn_cứ atk trong kháng_chiến chống pháp
oos	ai là giám_đốc_điều_hành của motorola
oos	kim_đồng tên thật là gì
oos	có cho dùng thử phần mềm không?
oos	mù cang chải thuộc tỉnh nào
oos	rừng ở vành_đai siberi tên gì
oos	thủ tục triển khai thế nào em nhỉ?
oos	đặng_thị ngọc thịnh hiện đang nắm giữ chức_vụ gì
oos	trong lãnh_thổ việt_nam sông đà chảy qua những tỉnh nào
oos	nguyễn_nghiêu tư còn được triều_đại phương bắc nào phong làm trạng_nguyên
oos	"truyền_kỳ mạn lục một tác_phẩm được đánh_giá là "" thiên_cổ kỳ bút "" là "" áng văn hay của bậc đại_gia "" là sáng_tác của ai"
oos	vạn lý trường_thành được xây_dựng vào thời_gian nào
oos	kangaroo là biểu_tượng nằm ở nước nào
oos	sông hồng bắt_nguồn từ tỉnh nào của trung_quốc
oos	đàn guitar thường có mấy dây
oos	rắng đuôi chuông là loài bản_địa của châu_lục nào
oos	phim gia_đình là số 1 kể về gì
oos	hungary tiếp_giáp lãnh_thổ với quốc_gia nào
oos	ai là người lập nên chính_quyền tào nguỵ thời tam quốc
oos	dòng sông dài nhất trên thế_giới là sông nào
oos	thành_vatican giáp những nước nào
oos	hàn_quốc thuộc khu_vực nào
oos	hòn đảo nào lớn nhất nước đức
oos	khoa thi đầu_tiên của lịch_sử việt_nam
oos	lý nam đế sinh vào năm nào
oos	bí_thư của đà_nẵng là người nào
oos	bản tuyên_ngôn độc_lập đầu_tiên của việt_nam là gì
oos	người nào là bí_thư thành_uỷ hiện_tại của hà_nội
oos	arsenal đã giành được những cúp nào
oos	biệt_danh của nhã phương là gì
oos	phú_quốc nằm ở vịnh nào
oos	unicef được thành_lập năm nào
oos	đền hùng được xây_dựng vào thời_gian nào
oos	ai là tác_giả soạn_thảo bộ_luật của nhà_nguyễn
oos	đại_dương nào sau đây được magellan đặt tên
oos	bài hát lên ngàn là sáng_tác của ai
oos	ruộng_bậc_thang nổi_tiếng nào thuộc khu_vực tây bắc
oos	các loại gỗ nhóm 1 thường được dùng làm_gì
oos	đại_học nào lâu_đời nhất hoa_kỳ
oos	thành_phố nào có đường được đặt theo tên anh_hùng nguyễn_văn bảy
oos	dân_số của new_zealand là bao_nhiêu
oos	giám_đốc_điều_hành của philips là ai
oos	thuỷ_điện bản_vẽ cung_cấp một phần nước cho quốc_gia nào ngoài việt_nam
oos	tên dòng sông phụ lưu của sông đồng_nai bắt_nguồn từ rạch chàm
oos	giải đua xe_đạp vòng_quanh nước pháp năm 2008 có mấy chặng đua
oos	tên tác_phẩm lý_luận quân_sự của nguyễn_sơn
oos	ashoka đại đế là ai
oos	sông_son thuộc tỉnh_thành nào
oos	phổ đà sơn là gì
oos	gdp của việt_nam hiện_tại là bao_nhiêu
oos	suboi có tên thật là
oos	sông sài_gòn dài bao_nhiêu
oos	trước khi đổi thành thăng long vùng_đất hà_nội ngày_nay có tên gọi nào
oos	chiếc điện_thoại đầu_tiên chạy hệ_điều_hành android có tên là gì
oos	cho mình hỏi hóa đơn mua vào mình đã tải lên phần mềm check hóa đơn là hợp lệ, rồi mấy tháng sau bên bán tự ý hủy hóa đơn thì phần mềm có tự động cập nhật trạng thái hủy không.
oos	vị danh_tướng wellington đã lập chiến_công ở trận đánh nổi_tiếng nào
oos	châu_phi chiếm bao_nhiêu phần_trăm diện_tích đất_đai trái_đất
oos	thủ_lĩnh nào từng chọn vùng đồng_tháp_mười làm căn_cứ chống pháp
oos	công_nghiệp 4 0 là gì
oos	thuộc địa nào của đế_chế anh tuyên_bố độc_lập vào năm 1776
oos	ông hoàng nhạc pop của thế_giới là ai
oos	ngôn_ngữ của libya là
oos	tử cấm_thành nằm ở đâu
oos	thứ tiếng nào là ngôn_ngữ chính_thức ở indonesia
oos	diễn_viên kim tae hee sinh năm bao_nhiêu
oos	tên khai_sinh của trường_giang là gì
oos	thành_phố nào lớn thứ 2 của trung_quốc
oos	chất_béo của cá nhà_táng nôn ra có tên là gì
oos	chùa tây_phương nổi_tiếng nay thuộc huyện nào của hà_nội
oos	donald trump là chủ_tịch kiêm tổng_giám_đốc của tập_đoàn nào
oos	trên thế_giới có bao_nhiêu quốc_gia
oos	tên thật của hán vũ đế là gì
oos	ai là giám_đốc_điều_hành rosatom
oos	đội bóng arsenal còn có biệt_danh là gì
oos	tàu_vũ_trụ có người lái đầu_tiên hạ_cánh xuống mặt_trăng có tên là gì
oos	thủ_đô là malaysia là thành_phố nào
oos	ngày_tháng năm thành_lập mặt_trận việt_minh
oos	cao quy linh là món ăn có nổi_tiếng ở đất_nước nào
oos	phú_quốc có bao_nhiêu đảo
oos	trên bản_đồ diện_tích nước_nga trải rộng bao_nhiêu múi_giờ
oos	tính đến hết năm 2018 méxico có tổng_cộng bao_nhiêu di_sản được unesco công_nhận
oos	tên gọi của thành_phố milano trong lịch_sử
oos	đảo nào lớn nhất nước ta
oos	thủ_đô của nhật_bản là gì
oos	obama là tổng_thống thứ bao_nhiêu của nước mỹ
oos	cha_đẻ của pin điện hoá
oos	diện_tích của philippines là bao_nhiêu
oos	bình_dương có loại đất nào thuận_lợi cho phát_triển cây_công_nghiệp
oos	thị_xã hội_an nằm bên bờ con sông gì
oos	sau khi qua_đời vua lê_huyền tông được an_táng ở đâu
oos	tên google thể_hiện sứ_mệnh gì
oos	sông trường_giang chảy về hướng nam qua địa_phận tỉnh đầu_tiên nào của trung_quốc
oos	vịnh nào của việt_nam được coi là 1 trong 3 vịnh đẹp nhất thế_giới
oos	chị không rành gì về công nghệ, bên em có xuống trực tiếp hướng dẫn không?
oos	áo_dài được mặc vào dịp gì
oos	tâm_linh là gì những hiện_tượng tâm_linh bạn biết
oos	có gói nào trọn đời không
oos	liên_minh châu_âu là gì
oos	ai là người đã xây_dựng ngọn hải_đăng đầu_tiên
oos	cầu tràng tiền có chiều dài bao_nhiêu
oos	khủng_hoảng tài_chính 2007 bắt_đầu ở nước nào
oos	hồ ngọc hà từng là đại_sứ quảng_bá cho những thương_hiệu nào
oos	quốc_gia duy_nhất ở đông nam á không giáp biển
oos	thủ_lĩnh chống pháp đinh công tráng từng lãnh_đạo cuộc khởi_nghĩa nào
oos	nhạc_sĩ quốc bảo sinh năm bao_nhiêu
oos	huyện nào ở bắc_giang được xem là thủ_phủ của cây vải_thiều việt_nam
oos	ai là người sáng_lập nhà tiền lê
oos	triều_đại phong_kiến nào là cuối_cùng của lịch_sử việt_nam
oos	ai là vua thứ hai của nhà đường
oos	tổ_chức wto hiện_nay có bao_nhiêu thành_viên
oos	tổng_thống đầu_tiên của nước_hoa kỳ là ai
oos	dân_số tại châu_phi năm 2016 là bao_nhiêu
oos	tháng 1 được đặt theo tên của vị thần la mã nào
oos	tôn_giáo chủ_yếu ở tây tạng là gì
oos	bulgaria độc_lập từ năm nào
oos	địa_đạo củ_chi được hoàn_thành vào năm nào
oos	vua nào đã cho dựng bia tiến_sĩ đầu_tiên ở văn_miếu quốc tử giám
oos	tên nhà_máy thuỷ_điện lớn nhất đông nam á hiện_nay
oos	một ngày mèo ngủ bao_nhiêu tiếng
oos	người việt được unesco công_nhận là danh_nhân văn_hoá thế_giới
oos	loài hoa nào là quốc hoa của myanmar
oos	đất_nước bolivia được đặt theo tên của ai
oos	đại_dịch cúm tây_ban_nha diễn ra trong cuộc chiến_tranh nào
oos	hà_nội được unesco trao_tặng danh_hiệu gì
oos	biệt_danh của nhã phương là gì
oos	songkran là lễ_hội gì diễn ra hàng năm ở thái_lan
oos	hồng_quân được thành_lập ngày_tháng năm nào
oos	ứng_cử_viên tổng_thống mỹ năm 2016 đại_diện cho đảng dân_chủ là ai
oos	phan văn khải mất năm nào
oos	tiết đông_chí là ngày nào
oos	cá_chép koi là biểu_tượng của nước nào
oos	những ảnh_hưởng chính_trị của chiến thanh thế_giới thứ nhất ở châu_âu là gì
oos	người châu_âu đầu_tiên đến châu úc
